Unnamed: 0,Stadtbezirk,Ortsteil,Straße,HNr,HNrZusatz,PLZ,Gebaeudelage,Eigentumsform,Gebäudeart,Gebäudetyp,Nutzungszusatz,Anzahl Geschosse,Anzahl Wohneinheiten,Anzahl Gewerbeeinheiten,Aufzug,Baujahr,Baujahr Geschaetzt,Begehungsdatum,Denkmalschutz,Energieausweis Vorhanden,Heizungsart,Plattenbau,Stellplatz,Tiefgarage,Teilsanierung,Vollsanierung,Vollsanierung Geschaetzt,street,house_nr,hnr_add,building_id
124978,0 - Mitte,06 - Zentrum-Nord,Uferstraße,13,,4105.0,01 - Vorderhaus,6 - Privateigentum,14 - Öffentliche Nutzung,142 - Bürohaus,,7.0,0.0,0.0,Ja,1996.0,Nein,2013-03-07,k.A.,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,,Nein,Uferstraße,13.0,,DESN_0005VQR
124980,0 - Mitte,06 - Zentrum-Nord,Uferstraße,17,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,6.0,12.0,0.0,Ja,1870.0,Nein,2013-03-07,Ja,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Uferstraße,17.0,,DESN_0005VPR
124981,0 - Mitte,06 - Zentrum-Nord,Uferstraße,18,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,23.0,0.0,Ja,1870.0,Nein,2013-03-07,Ja,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Uferstraße,18.0,,DESN_0005VPD
124985,0 - Mitte,06 - Zentrum-Nord,Uferstraße,21,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,134 - Mehrfamilien – Einzelhaus,,3.0,6.0,4.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Uferstraße,21.0,,DESN_0005VOW
124986,0 - Mitte,06 - Zentrum-Nord,Uferstraße,21,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,134 - Mehrfamilien – Einzelhaus,,3.0,6.0,4.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Uferstraße,21.0,,DESN_0005VOX
124987,0 - Mitte,06 - Zentrum-Nord,Uferstraße,21,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,134 - Mehrfamilien – Einzelhaus,,3.0,6.0,4.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Uferstraße,21.0,,DESN_0005VOV
131387,0 - Mitte,06 - Zentrum-Nord,Wilhelm-Liebknecht-Platz,3,,4105.0,01 - Vorderhaus,4 - Sonstige,14 - Öffentliche Nutzung,142 - Bürohaus,,5.0,0.0,0.0,Ja,1900.0,Nein,2002-10-23,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2000.0,Nein,Wilhelm-Liebknecht-Platz,3.0,,DESN_0005XPX
131388,0 - Mitte,06 - Zentrum-Nord,Wilhelm-Liebknecht-Platz,3,,4105.0,01 - Vorderhaus,4 - Sonstige,14 - Öffentliche Nutzung,142 - Bürohaus,,5.0,0.0,0.0,Ja,1900.0,Nein,2002-10-23,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2000.0,Nein,Wilhelm-Liebknecht-Platz,3.0,,DESN_58190
131392,0 - Mitte,06 - Zentrum-Nord,Wilhelm-Liebknecht-Platz,6,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,10.0,0.0,Nein,1870.0,Nein,2004-05-03,Ja,Nein,3 - Ofenheizung,Nein,Nein,Nein,Nein,,Nein,Wilhelm-Liebknecht-Platz,6.0,,DESN_0006181
131393,0 - Mitte,06 - Zentrum-Nord,Wilhelm-Liebknecht-Platz,7,,4105.0,01 - Vorderhaus,6 - Privateigentum,14 - Öffentliche Nutzung,143 - Sonstiges,,,,,Nein,1900.0,Ja,,k.A.,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,2012.0,Ja,Wilhelm-Liebknecht-Platz,7.0,,DESN_0005XP2
132024,0 - Mitte,06 - Zentrum-Nord,Willy-Brandt-Platz,2,,4109.0,01 - Vorderhaus,1 - Kommunal,14 - Öffentliche Nutzung,143 - Sonstiges,,3.0,0.0,0.0,Nein,1915.0,Nein,2010-04-20,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,,Nein,Willy-Brandt-Platz,2.0,,DESN_{05BDD5DF-6652-4501-8F8A-BC10B11CB684}
132025,0 - Mitte,06 - Zentrum-Nord,Willy-Brandt-Platz,2,,4109.0,01 - Vorderhaus,1 - Kommunal,14 - Öffentliche Nutzung,143 - Sonstiges,,3.0,0.0,0.0,Nein,1915.0,Nein,2010-04-20,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,,Nein,Willy-Brandt-Platz,2.0,,DESN_{C7E32081-F63F-4319-81F6-95C4F3F85C79}
132026,0 - Mitte,06 - Zentrum-Nord,Willy-Brandt-Platz,2,,4109.0,01 - Vorderhaus,1 - Kommunal,14 - Öffentliche Nutzung,143 - Sonstiges,,3.0,0.0,0.0,Nein,1915.0,Nein,2010-04-20,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,,Nein,Willy-Brandt-Platz,2.0,,DESN_000TTCM
132027,0 - Mitte,06 - Zentrum-Nord,Willy-Brandt-Platz,2,,4109.0,01 - Vorderhaus,1 - Kommunal,14 - Öffentliche Nutzung,143 - Sonstiges,,3.0,0.0,0.0,Nein,1915.0,Nein,2010-04-20,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,,Nein,Willy-Brandt-Platz,2.0,,DESN_{59C5DDE2-2B25-4231-AB45-8EE0DE92E820}
